employee_id,gender,province,reporting_period_start,reporting_period_end,hours_worked,ordinary_pay,special_salary,overtime_hours,overtime_pay,bonus_pay
EMP0068,Woman,BC,2025-01-01,2025-12-31,1926.0,90920.53,0.0,0.0,0.0,6741.97
EMP0069,Woman,BC,2025-01-01,2025-12-31,1939.0,75709.97,0.0,42.0,2459.89,5530.25
EMP0070,Woman,BC,2025-01-01,2025-12-31,1816.0,82579.02,0.0,0.0,0.0,0.0
EMP0071,Woman,BC,2025-01-01,2025-12-31,2019.0,80054.85,0.0,0.0,0.0,4323.17
EMP0072,Woman,BC,2025-01-01,2025-12-31,1996.0,86385.28,0.0,0.0,0.0,0.0
EMP0073,Woman,BC,2025-01-01,2025-12-31,1976.0,61680.84,0.0,0.0,0.0,0.0
EMP0074,Woman,BC,2025-01-01,2025-12-31,1303.0,42776.68,0.0,0.0,0.0,3488.44
EMP0075,Woman,BC,2025-01-01,2025-12-31,1828.0,60694.05,0.0,56.0,2789.0,0.0
EMP0076,Woman,BC,2025-01-01,2025-12-31,1995.0,80227.64,0.0,0.0,0.0,0.0
EMP0077,Woman,BC,2025-01-01,2025-12-31,2017.0,75087.85,0.0,0.0,0.0,0.0
EMP0078,Woman,BC,2025-01-01,2025-12-31,1834.0,134732.46,0.0,0.0,0.0,7320.51
EMP0079,Woman,BC,2025-01-01,2025-12-31,1796.0,58170.73,0.0,100.0,4858.36,0.0
EMP0080,Woman,BC,2025-01-01,2025-12-31,1810.0,68484.71,0.0,72.0,4086.38,7564.64
EMP0081,Woman,BC,2025-01-01,2025-12-31,1914.0,88821.54,0.0,76.0,5290.31,0.0
EMP0082,Woman,BC,2025-01-01,2025-12-31,1976.0,66050.75,0.0,115.0,5766.07,2566.59
EMP0083,Woman,BC,2025-01-01,2025-12-31,2008.0,80640.3,0.0,112.0,6746.8,0.0
EMP0084,Woman,BC,2025-01-01,2025-12-31,2059.0,60655.88,0.0,53.0,2341.98,0.0
EMP0085,Woman,BC,2025-01-01,2025-12-31,1788.0,101111.58,0.0,0.0,0.0,11441.61
EMP0086,Woman,BC,2025-01-01,2025-12-31,1895.0,129235.17,0.0,0.0,0.0,5326.63
EMP0087,Woman,BC,2025-01-01,2025-12-31,2006.0,88488.18,0.0,83.0,5491.91,10426.72
EMP0088,Woman,BC,2025-01-01,2025-12-31,1976.0,59759.69,0.0,0.0,0.0,1830.19
EMP0089,Woman,BC,2025-01-01,2025-12-31,1946.0,87161.3,0.0,0.0,0.0,1953.28
EMP0090,Woman,BC,2025-01-01,2025-12-31,1154.0,45840.77,0.0,0.0,0.0,0.0
EMP0091,Woman,BC,2025-01-01,2025-12-31,2004.0,85830.77,0.0,0.0,0.0,10163.67
EMP0092,Woman,BC,2025-01-01,2025-12-31,1924.0,72469.38,0.0,92.0,5197.91,0.0
EMP0093,Woman,BC,2025-01-01,2025-12-31,1811.0,61320.95,0.0,0.0,0.0,6846.89
EMP0094,Woman,BC,2025-01-01,2025-12-31,2067.0,70238.07,0.0,0.0,0.0,0.0
EMP0095,Woman,BC,2025-01-01,2025-12-31,1988.0,66172.9,0.0,0.0,0.0,0.0
EMP0096,Woman,BC,2025-01-01,2025-12-31,1998.0,68607.95,0.0,0.0,0.0,0.0
EMP0097,Woman,BC,2025-01-01,2025-12-31,1844.0,74796.44,0.0,0.0,0.0,0.0
EMP0098,Woman,BC,2025-01-01,2025-12-31,1291.0,43309.5,0.0,0.0,0.0,0.0
EMP0099,Woman,BC,2025-01-01,2025-12-31,1341.0,30033.3,0.0,0.0,0.0,0.0
EMP0100,Woman,BC,2025-01-01,2025-12-31,2043.0,108878.08,0.0,0.0,0.0,0.0
EMP0101,Woman,BC,2025-01-01,2025-12-31,2028.0,74023.49,0.0,0.0,0.0,4061.77
EMP0102,Woman,BC,2025-01-01,2025-12-31,1919.0,42000.0,0.0,72.0,2363.73,0.0
EMP0103,Woman,BC,2025-01-01,2025-12-31,1964.0,109815.38,0.0,0.0,0.0,8873.39
EMP0104,Woman,BC,2025-01-01,2025-12-31,1947.0,106310.52,0.0,0.0,0.0,3931.97
EMP0105,Woman,BC,2025-01-01,2025-12-31,1897.0,79137.72,0.0,0.0,0.0,4474.03
EMP0106,Woman,BC,2025-01-01,2025-12-31,2027.0,98561.55,0.0,108.0,7877.14,11521.09
EMP0107,Woman,BC,2025-01-01,2025-12-31,2000.0,66525.82,0.0,0.0,0.0,4685.46
EMP0108,Woman,BC,2025-01-01,2025-12-31,1806.0,149012.06,0.0,0.0,0.0,0.0
EMP0109,Woman,BC,2025-01-01,2025-12-31,1985.0,80900.07,0.0,0.0,0.0,7903.58
EMP0110,Woman,BC,2025-01-01,2025-12-31,2061.0,95139.66,0.0,0.0,0.0,0.0
EMP0111,Woman,BC,2025-01-01,2025-12-31,1820.0,55423.32,0.0,86.0,3928.36,4684.74
EMP0112,Woman,BC,2025-01-01,2025-12-31,2037.0,56234.77,0.0,116.0,4803.56,2417.94
EMP0113,Woman,BC,2025-01-01,2025-12-31,1818.0,116479.18,0.0,0.0,0.0,0.0
EMP0114,Woman,BC,2025-01-01,2025-12-31,2000.0,93780.08,0.0,0.0,0.0,4347.61
EMP0115,Woman,BC,2025-01-01,2025-12-31,1862.0,107368.19,0.0,0.0,0.0,0.0
EMP0116,Woman,BC,2025-01-01,2025-12-31,1924.0,92947.07,0.0,119.0,8623.21,5633.34
EMP0117,Woman,BC,2025-01-01,2025-12-31,2057.0,87860.8,0.0,0.0,0.0,0.0
EMP0118,Woman,BC,2025-01-01,2025-12-31,2049.0,120643.13,0.0,0.0,0.0,0.0
EMP0119,Woman,BC,2025-01-01,2025-12-31,1963.0,65308.62,0.0,97.0,4840.76,4344.0
EMP0120,Woman,BC,2025-01-01,2025-12-31,1427.0,43472.76,0.0,114.0,5209.42,0.0
EMP0121,Woman,BC,2025-01-01,2025-12-31,1986.0,109032.31,0.0,0.0,0.0,0.0
EMP0122,Woman,BC,2025-01-01,2025-12-31,1917.0,83162.32,0.0,0.0,0.0,4533.28
EMP0123,Woman,BC,2025-01-01,2025-12-31,2057.0,91537.24,0.0,0.0,0.0,8407.88
EMP0124,Woman,BC,2025-01-01,2025-12-31,2029.0,79986.31,0.0,0.0,0.0,0.0
EMP0125,Woman,BC,2025-01-01,2025-12-31,1970.0,84017.18,0.0,0.0,0.0,0.0
EMP0126,Woman,BC,2025-01-01,2025-12-31,2072.0,78963.77,0.0,0.0,0.0,0.0
EMP0127,Woman,BC,2025-01-01,2025-12-31,1893.0,53200.15,0.0,102.0,4299.85,0.0
EMP0128,Woman,BC,2025-01-01,2025-12-31,1955.0,59346.88,0.0,31.0,1411.58,0.0
EMP0129,Woman,BC,2025-01-01,2025-12-31,2057.0,58288.94,0.0,0.0,0.0,0.0
EMP0130,Woman,BC,2025-01-01,2025-12-31,1781.0,47088.64,0.0,26.0,1031.14,0.0
EMP0131,Woman,BC,2025-01-01,2025-12-31,1789.0,68005.38,0.0,0.0,0.0,0.0
EMP0132,Woman,BC,2025-01-01,2025-12-31,855.0,29389.02,0.0,0.0,0.0,2372.68
EMP0133,Woman,BC,2025-01-01,2025-12-31,2075.0,70194.74,0.0,95.0,4820.6,0.0
EMP0134,Woman,BC,2025-01-01,2025-12-31,1985.0,62310.19,0.0,0.0,0.0,0.0
EMP0135,Woman,BC,2025-01-01,2025-12-31,1850.0,85807.79,0.0,0.0,0.0,0.0
EMP0136,Woman,BC,2025-01-01,2025-12-31,2013.0,86790.92,0.0,96.0,6208.59,6790.82
EMP0137,Woman,BC,2025-01-01,2025-12-31,1983.0,85332.14,0.0,0.0,0.0,0.0
EMP0138,Woman,BC,2025-01-01,2025-12-31,816.0,42701.92,0.0,0.0,0.0,0.0
EMP0139,Woman,BC,2025-01-01,2025-12-31,1938.0,87931.51,0.0,46.0,3130.69,4846.6
EMP0140,Woman,BC,2025-01-01,2025-12-31,1900.0,70559.81,0.0,0.0,0.0,0.0
EMP0141,Woman,BC,2025-01-01,2025-12-31,1807.0,60011.77,0.0,61.0,3038.78,0.0
EMP0142,Woman,BC,2025-01-01,2025-12-31,1910.0,59498.27,0.0,0.0,0.0,0.0
EMP0143,Woman,BC,2025-01-01,2025-12-31,1911.0,68342.19,0.0,0.0,0.0,0.0
EMP0144,Woman,BC,2025-01-01,2025-12-31,2076.0,67927.69,0.0,0.0,0.0,6021.42
EMP0145,Woman,BC,2025-01-01,2025-12-31,1932.0,83668.17,0.0,0.0,0.0,0.0
EMP0146,Woman,BC,2025-01-01,2025-12-31,1886.0,85260.64,0.0,0.0,0.0,0.0
EMP0147,Woman,BC,2025-01-01,2025-12-31,1281.0,39313.15,0.0,0.0,0.0,0.0
EMP0148,Woman,BC,2025-01-01,2025-12-31,2028.0,107773.66,0.0,0.0,0.0,9295.91
EMP0149,Woman,BC,2025-01-01,2025-12-31,1865.0,106952.32,0.0,0.0,0.0,0.0
EMP0150,Woman,BC,2025-01-01,2025-12-31,1989.0,103331.47,0.0,0.0,0.0,8088.77
EMP0151,Woman,BC,2025-01-01,2025-12-31,1894.0,77542.97,0.0,22.0,1351.07,0.0
EMP0152,Woman,BC,2025-01-01,2025-12-31,1992.0,75120.75,0.0,0.0,0.0,0.0
EMP0153,Woman,BC,2025-01-01,2025-12-31,1950.0,98138.33,0.0,0.0,0.0,5334.17
EMP0154,Woman,BC,2025-01-01,2025-12-31,1981.0,62979.22,0.0,0.0,0.0,0.0
EMP0155,Woman,BC,2025-01-01,2025-12-31,1835.0,77485.86,0.0,0.0,0.0,0.0
EMP0156,Woman,BC,2025-01-01,2025-12-31,1866.0,68797.47,0.0,96.0,5309.13,5643.63
EMP0157,Woman,BC,2025-01-01,2025-12-31,1788.0,84579.84,0.0,0.0,0.0,0.0
EMP0158,Woman,BC,2025-01-01,2025-12-31,2034.0,45848.37,0.0,0.0,0.0,0.0
EMP0159,Woman,BC,2025-01-01,2025-12-31,1844.0,44624.9,0.0,0.0,0.0,0.0
EMP0160,Woman,BC,2025-01-01,2025-12-31,1875.0,86605.72,0.0,113.0,7829.16,0.0
EMP0161,Man,BC,2025-01-01,2025-12-31,1898.0,114186.96,0.0,0.0,0.0,9675.02
EMP0162,Man,BC,2025-01-01,2025-12-31,1985.0,96990.29,0.0,0.0,0.0,11384.97
EMP0163,Man,BC,2025-01-01,2025-12-31,1949.0,85206.02,0.0,0.0,0.0,8199.81
EMP0164,Man,BC,2025-01-01,2025-12-31,1939.0,96496.74,0.0,0.0,0.0,8795.91
EMP0165,Man,BC,2025-01-01,2025-12-31,1966.0,89656.45,0.0,0.0,0.0,0.0
EMP0166,Man,BC,2025-01-01,2025-12-31,1883.0,113337.92,0.0,0.0,0.0,7644.52
EMP0167,Man,BC,2025-01-01,2025-12-31,1484.0,61220.59,0.0,0.0,0.0,4900.28
EMP0168,Man,BC,2025-01-01,2025-12-31,1901.0,60585.07,0.0,0.0,0.0,6616.39
EMP0169,Man,BC,2025-01-01,2025-12-31,1835.0,62604.77,0.0,0.0,0.0,6859.51
EMP0170,Man,BC,2025-01-01,2025-12-31,2049.0,105702.0,0.0,0.0,0.0,0.0
EMP0171,Man,BC,2025-01-01,2025-12-31,1914.0,54843.85,0.0,116.0,4985.8,0.0
EMP0172,Man,BC,2025-01-01,2025-12-31,1529.0,30828.3,0.0,76.0,2298.51,0.0
EMP0173,Man,BC,2025-01-01,2025-12-31,1318.0,47966.89,0.0,0.0,0.0,0.0
EMP0174,Man,BC,2025-01-01,2025-12-31,1914.0,102222.71,0.0,98.0,7850.96,11726.62
EMP0175,Man,BC,2025-01-01,2025-12-31,1790.0,55209.8,0.0,32.0,1480.49,0.0
EMP0176,Man,BC,2025-01-01,2025-12-31,1918.0,109524.21,0.0,0.0,0.0,4766.07
EMP0177,Man,BC,2025-01-01,2025-12-31,1906.0,79157.88,0.0,0.0,0.0,0.0
EMP0178,Man,BC,2025-01-01,2025-12-31,1872.0,100856.19,0.0,0.0,0.0,0.0
EMP0179,Man,BC,2025-01-01,2025-12-31,1932.0,73220.8,0.0,0.0,0.0,0.0
EMP0180,Man,BC,2025-01-01,2025-12-31,2080.0,88700.33,0.0,0.0,0.0,0.0
EMP0181,Man,BC,2025-01-01,2025-12-31,1866.0,91781.73,0.0,0.0,0.0,0.0
EMP0182,Man,BC,2025-01-01,2025-12-31,2045.0,94055.47,0.0,0.0,0.0,0.0
EMP0183,Man,BC,2025-01-01,2025-12-31,1828.0,66915.01,0.0,0.0,0.0,0.0
EMP0184,Man,BC,2025-01-01,2025-12-31,1109.0,61565.94,0.0,0.0,0.0,7346.67
EMP0185,Man,BC,2025-01-01,2025-12-31,1487.0,56734.58,0.0,28.0,1602.46,3226.9
EMP0186,Man,BC,2025-01-01,2025-12-31,1956.0,86745.96,0.0,0.0,0.0,9728.27
EMP0187,Man,BC,2025-01-01,2025-12-31,1937.0,85948.53,0.0,0.0,0.0,8301.21
EMP0188,Man,BC,2025-01-01,2025-12-31,1984.0,116713.32,0.0,0.0,0.0,10235.49
EMP0189,Man,BC,2025-01-01,2025-12-31,1928.0,58700.86,0.0,44.0,2009.47,0.0
EMP0190,Man,BC,2025-01-01,2025-12-31,1889.0,49493.57,0.0,0.0,0.0,0.0
EMP0191,Man,BC,2025-01-01,2025-12-31,2003.0,111161.14,0.0,0.0,0.0,2362.28
EMP0192,Man,BC,2025-01-01,2025-12-31,1332.0,52578.68,0.0,114.0,6749.97,0.0
EMP0193,Man,BC,2025-01-01,2025-12-31,1928.0,94397.13,0.0,0.0,0.0,0.0
EMP0194,Man,BC,2025-01-01,2025-12-31,2048.0,112444.99,0.0,0.0,0.0,0.0
EMP0195,Man,BC,2025-01-01,2025-12-31,1853.0,86902.24,0.0,0.0,0.0,10195.98
EMP0196,Man,BC,2025-01-01,2025-12-31,1808.0,74563.33,0.0,0.0,0.0,7900.97
EMP0197,Man,BC,2025-01-01,2025-12-31,1973.0,62921.09,0.0,0.0,0.0,7223.0
EMP0198,Man,BC,2025-01-01,2025-12-31,1456.0,72457.21,0.0,44.0,3284.46,0.0
EMP0199,Man,BC,2025-01-01,2025-12-31,1959.0,81579.22,0.0,0.0,0.0,0.0
EMP0200,Man,BC,2025-01-01,2025-12-31,1949.0,67266.95,0.0,0.0,0.0,0.0
EMP0201,Man,BC,2025-01-01,2025-12-31,2075.0,90112.1,0.0,27.0,1758.81,2561.96
EMP0202,Man,BC,2025-01-01,2025-12-31,1869.0,97783.14,0.0,0.0,0.0,6701.83
EMP0203,Man,BC,2025-01-01,2025-12-31,2080.0,82793.38,0.0,0.0,0.0,5029.19
EMP0204,Man,BC,2025-01-01,2025-12-31,1183.0,39691.96,0.0,0.0,0.0,0.0
EMP0205,Man,BC,2025-01-01,2025-12-31,2071.0,74140.76,0.0,0.0,0.0,4880.24
EMP0206,Man,BC,2025-01-01,2025-12-31,1794.0,82538.91,0.0,0.0,0.0,2302.36
EMP0207,Man,BC,2025-01-01,2025-12-31,1898.0,72703.23,0.0,80.0,4596.62,0.0
EMP0208,Man,BC,2025-01-01,2025-12-31,1874.0,62564.0,0.0,0.0,0.0,0.0
EMP0209,Man,BC,2025-01-01,2025-12-31,1987.0,149918.57,0.0,0.0,0.0,6221.05
EMP0210,Man,BC,2025-01-01,2025-12-31,1533.0,63002.46,0.0,0.0,0.0,0.0
EMP0211,Man,BC,2025-01-01,2025-12-31,1849.0,85571.89,0.0,0.0,0.0,0.0
EMP0212,Man,BC,2025-01-01,2025-12-31,1923.0,89228.82,0.0,0.0,0.0,9454.43
EMP0213,Man,BC,2025-01-01,2025-12-31,2078.0,106092.5,0.0,0.0,0.0,10925.27
EMP0214,Man,BC,2025-01-01,2025-12-31,1089.0,30889.67,0.0,50.0,2127.39,0.0
EMP0215,Man,BC,2025-01-01,2025-12-31,1886.0,94252.43,0.0,0.0,0.0,0.0
EMP0216,Man,BC,2025-01-01,2025-12-31,1956.0,83370.67,0.0,0.0,0.0,9616.86
EMP0217,Man,BC,2025-01-01,2025-12-31,1843.0,110466.52,0.0,0.0,0.0,13163.11
EMP0218,Man,BC,2025-01-01,2025-12-31,1911.0,60813.22,0.0,0.0,0.0,0.0
EMP0219,Man,BC,2025-01-01,2025-12-31,1965.0,89211.09,0.0,84.0,5720.41,0.0
EMP0220,Man,BC,2025-01-01,2025-12-31,1322.0,41939.5,0.0,0.0,0.0,0.0
EMP0221,Man,BC,2025-01-01,2025-12-31,1789.0,42000.0,0.0,92.0,3239.8,0.0
EMP0222,Man,BC,2025-01-01,2025-12-31,2006.0,64908.59,0.0,0.0,0.0,2157.08
EMP0223,Man,BC,2025-01-01,2025-12-31,2057.0,96013.08,0.0,0.0,0.0,8380.28
EMP0224,Man,BC,2025-01-01,2025-12-31,1930.0,117836.24,0.0,89.0,8150.85,0.0
EMP0225,Man,BC,2025-01-01,2025-12-31,1914.0,104230.04,0.0,12.0,980.22,2826.04
EMP0226,Man,BC,2025-01-01,2025-12-31,1869.0,86923.37,0.0,0.0,0.0,0.0
EMP0227,Man,BC,2025-01-01,2025-12-31,1813.0,96459.07,0.0,0.0,0.0,0.0
EMP0228,Man,BC,2025-01-01,2025-12-31,2039.0,92513.64,0.0,0.0,0.0,8807.04
EMP0229,Man,BC,2025-01-01,2025-12-31,1865.0,105067.97,0.0,0.0,0.0,3192.71
EMP0230,Man,BC,2025-01-01,2025-12-31,1911.0,107913.36,0.0,0.0,0.0,7944.81
EMP0231,Man,BC,2025-01-01,2025-12-31,1480.0,42781.52,0.0,0.0,0.0,0.0
EMP0232,Man,BC,2025-01-01,2025-12-31,1858.0,65214.33,0.0,0.0,0.0,0.0
EMP0233,Man,BC,2025-01-01,2025-12-31,967.0,34885.09,0.0,42.0,2272.76,0.0
EMP0234,Man,BC,2025-01-01,2025-12-31,1957.0,110574.3,0.0,0.0,0.0,12805.23
EMP0235,Man,BC,2025-01-01,2025-12-31,1916.0,91098.01,0.0,49.0,3494.63,10544.44
EMP0236,Man,BC,2025-01-01,2025-12-31,1971.0,77742.6,0.0,0.0,0.0,3889.06
EMP0237,Man,BC,2025-01-01,2025-12-31,1968.0,78724.25,0.0,0.0,0.0,9025.36
EMP0238,Man,BC,2025-01-01,2025-12-31,2001.0,83731.11,0.0,0.0,0.0,0.0
EMP0239,Man,BC,2025-01-01,2025-12-31,1909.0,92621.53,0.0,0.0,0.0,4972.44
EMP0240,Man,BC,2025-01-01,2025-12-31,1984.0,107041.44,0.0,0.0,0.0,0.0
EMP0241,Man,BC,2025-01-01,2025-12-31,2002.0,153130.19,0.0,0.0,0.0,0.0
EMP0242,Man,BC,2025-01-01,2025-12-31,2033.0,108974.97,0.0,0.0,0.0,0.0
EMP0243,Man,BC,2025-01-01,2025-12-31,2064.0,68496.82,0.0,0.0,0.0,0.0
EMP0244,Man,BC,2025-01-01,2025-12-31,873.0,47564.33,0.0,0.0,0.0,4873.62
EMP0245,Man,BC,2025-01-01,2025-12-31,2070.0,90350.83,0.0,0.0,0.0,0.0
EMP0246,Man,BC,2025-01-01,2025-12-31,1793.0,56433.04,0.0,102.0,4815.54,0.0
EMP0247,Man,BC,2025-01-01,2025-12-31,2048.0,54499.09,0.0,0.0,0.0,0.0
EMP0248,Man,BC,2025-01-01,2025-12-31,1891.0,94019.69,0.0,0.0,0.0,8111.2
EMP0249,Man,BC,2025-01-01,2025-12-31,1793.0,103794.78,0.0,0.0,0.0,6109.69
EMP0250,Man,BC,2025-01-01,2025-12-31,1944.0,71817.17,0.0,0.0,0.0,6778.23
EMP0251,Man,BC,2025-01-01,2025-12-31,1991.0,90190.9,0.0,0.0,0.0,0.0
EMP0252,Man,BC,2025-01-01,2025-12-31,1981.0,94486.51,0.0,0.0,0.0,3829.45
EMP0253,Man,BC,2025-01-01,2025-12-31,1902.0,96449.72,0.0,0.0,0.0,0.0
EMP0254,Man,BC,2025-01-01,2025-12-31,1935.0,121981.54,0.0,0.0,0.0,3540.45
EMP0255,Man,BC,2025-01-01,2025-12-31,1895.0,100851.04,0.0,28.0,2235.22,7070.4
EMP0256,Man,BC,2025-01-01,2025-12-31,1826.0,99532.18,0.0,0.0,0.0,8144.25
EMP0257,Man,BC,2025-01-01,2025-12-31,1341.0,20395.59,0.0,56.0,1277.58,0.0
EMP0258,Man,BC,2025-01-01,2025-12-31,1987.0,138240.66,0.0,0.0,0.0,7003.01
EMP0259,Man,BC,2025-01-01,2025-12-31,1910.0,125470.82,0.0,0.0,0.0,11554.85
EMP0260,Man,BC,2025-01-01,2025-12-31,1809.0,85285.39,0.0,0.0,0.0,4179.85
