employee_id,gender,province,reporting_period_start,reporting_period_end,hours_worked,ordinary_pay,special_salary,overtime_hours,overtime_pay,bonus_pay
EMP0160,Woman,BC,2025-01-01,2025-12-31,2075.0,63692.39,0.0,0.0,0.0,0.0
EMP0161,Man,BC,2025-01-01,2025-12-31,1822.0,42000.0,0.0,92.0,3181.12,0.0
EMP0162,Man,BC,2025-01-01,2025-12-31,1966.0,128167.17,0.0,0.0,0.0,0.0
EMP0163,Man,BC,2025-01-01,2025-12-31,1951.0,60746.64,0.0,33.0,1541.24,2687.47
EMP0164,Man,BC,2025-01-01,2025-12-31,1794.0,121321.76,0.0,0.0,0.0,10619.08
EMP0165,Man,BC,2025-01-01,2025-12-31,1002.0,59952.24,0.0,0.0,0.0,0.0
EMP0166,Man,BC,2025-01-01,2025-12-31,1924.0,67628.25,3288.0,0.0,0.0,0.0
EMP0167,Man,BC,2025-01-01,2025-12-31,1813.0,68142.61,0.0,0.0,0.0,7913.18
EMP0168,Man,BC,2025-01-01,2025-12-31,1849.0,106816.06,0.0,0.0,0.0,12693.12
EMP0169,Man,BC,2025-01-01,2025-12-31,1905.0,76214.46,0.0,0.0,0.0,5081.84
EMP0170,Man,BC,2025-01-01,2025-12-31,2034.0,96949.5,0.0,0.0,0.0,0.0
EMP0171,Man,BC,2025-01-01,2025-12-31,1886.0,94252.43,0.0,0.0,0.0,0.0
EMP0172,Man,BC,2025-01-01,2025-12-31,2055.0,83370.67,0.0,73.0,4442.38,7434.25
EMP0173,Man,BC,2025-01-01,2025-12-31,2012.0,90883.6,0.0,0.0,0.0,0.0
EMP0174,Man,BC,2025-01-01,2025-12-31,1965.0,128809.47,0.0,0.0,0.0,6330.74
EMP0175,Man,BC,2025-01-01,2025-12-31,1790.0,91392.7,0.0,0.0,0.0,8322.29
EMP0176,Man,BC,2025-01-01,2025-12-31,2026.0,107909.71,0.0,0.0,0.0,3586.12
EMP0177,Man,BC,2025-01-01,2025-12-31,2057.0,96013.08,975.0,0.0,0.0,0.0
EMP0178,Man,BC,2025-01-01,2025-12-31,1524.0,59910.68,0.0,98.0,5778.79,0.0
EMP0179,Man,BC,2025-01-01,2025-12-31,2036.0,55295.55,0.0,61.0,2485.04,0.0
EMP0180,Man,BC,2025-01-01,2025-12-31,1813.0,42100.79,0.0,0.0,0.0,0.0
EMP0181,Man,BC,2025-01-01,2025-12-31,1875.0,59926.31,0.0,0.0,0.0,0.0
EMP0182,Man,BC,2025-01-01,2025-12-31,2045.0,93981.39,0.0,0.0,0.0,7050.7
EMP0183,Man,BC,2025-01-01,2025-12-31,931.0,41763.9,0.0,0.0,0.0,1223.83
EMP0184,Man,BC,2025-01-01,2025-12-31,2013.0,108483.59,0.0,0.0,0.0,0.0
EMP0185,Man,BC,2025-01-01,2025-12-31,1947.0,71955.99,0.0,85.0,4712.06,0.0
EMP0186,Man,BC,2025-01-01,2025-12-31,1844.0,110574.3,0.0,0.0,0.0,3699.32
EMP0187,Man,BC,2025-01-01,2025-12-31,1839.0,42000.0,3631.0,0.0,0.0,0.0
EMP0188,Man,BC,2025-01-01,2025-12-31,1966.0,51941.69,0.0,0.0,0.0,0.0
EMP0189,Man,BC,2025-01-01,2025-12-31,2033.0,87576.79,0.0,15.0,969.25,0.0
EMP0190,Man,BC,2025-01-01,2025-12-31,1890.0,90696.38,0.0,0.0,0.0,8512.02
EMP0191,Man,BC,2025-01-01,2025-12-31,2019.0,73340.1,0.0,0.0,0.0,0.0
EMP0192,Man,BC,2025-01-01,2025-12-31,1998.0,88167.82,0.0,61.0,4037.72,0.0
EMP0193,Man,BC,2025-01-01,2025-12-31,1888.0,42000.0,0.0,56.0,1868.64,0.0
EMP0194,Man,BC,2025-01-01,2025-12-31,2070.0,110984.24,0.0,0.0,0.0,0.0
EMP0195,Man,BC,2025-01-01,2025-12-31,1802.0,100418.27,0.0,0.0,0.0,0.0
EMP0196,Man,BC,2025-01-01,2025-12-31,1912.0,85743.08,0.0,0.0,0.0,9899.38
EMP0197,Man,BC,2025-01-01,2025-12-31,1891.0,72051.0,0.0,92.0,5258.08,4017.72
EMP0198,Man,BC,2025-01-01,2025-12-31,1821.0,89871.39,0.0,0.0,0.0,8482.22
EMP0199,Man,BC,2025-01-01,2025-12-31,1991.0,90190.9,0.0,0.0,0.0,0.0
EMP0200,Man,BC,2025-01-01,2025-12-31,1981.0,94486.51,0.0,0.0,0.0,2040.56
EMP0201,Man,BC,2025-01-01,2025-12-31,1917.0,90366.22,0.0,0.0,0.0,0.0
EMP0202,Man,BC,2025-01-01,2025-12-31,1935.0,71315.41,0.0,106.0,5860.03,4624.75
EMP0203,Man,BC,2025-01-01,2025-12-31,2074.0,86025.91,0.0,0.0,0.0,0.0
EMP0204,Man,BC,2025-01-01,2025-12-31,1964.0,90087.31,0.0,0.0,0.0,0.0
EMP0205,Man,BC,2025-01-01,2025-12-31,890.0,20000.0,0.0,64.0,2157.3,1348.0
EMP0206,Man,BC,2025-01-01,2025-12-31,1892.0,74442.87,0.0,0.0,0.0,0.0
EMP0207,Man,BC,2025-01-01,2025-12-31,2061.0,47434.85,0.0,47.0,1622.59,0.0
EMP0208,Man,BC,2025-01-01,2025-12-31,1810.0,82784.71,0.0,0.0,0.0,9140.66
EMP0209,Man,BC,2025-01-01,2025-12-31,865.0,24807.11,0.0,85.0,3656.54,0.0
EMP0210,Man,BC,2025-01-01,2025-12-31,1962.0,80091.25,3230.0,0.0,0.0,0.0
EMP0211,Man,BC,2025-01-01,2025-12-31,1831.0,90390.59,0.0,0.0,0.0,5876.88
EMP0212,Man,BC,2025-01-01,2025-12-31,1055.0,62644.77,0.0,0.0,0.0,0.0
EMP0213,Man,BC,2025-01-01,2025-12-31,1962.0,83002.03,0.0,0.0,0.0,0.0
EMP0214,Man,BC,2025-01-01,2025-12-31,1804.0,58472.66,0.0,0.0,0.0,0.0
EMP0215,Man,BC,2025-01-01,2025-12-31,1798.0,70016.14,0.0,0.0,0.0,0.0
EMP0216,Man,BC,2025-01-01,2025-12-31,1006.0,49893.59,0.0,0.0,0.0,0.0
EMP0217,Man,BC,2025-01-01,2025-12-31,1524.0,34253.11,0.0,108.0,3641.08,0.0
EMP0218,Man,BC,2025-01-01,2025-12-31,2065.0,111121.06,0.0,0.0,0.0,0.0
EMP0219,Man,BC,2025-01-01,2025-12-31,1858.0,55193.76,0.0,55.0,2450.75,0.0
EMP0220,Man,BC,2025-01-01,2025-12-31,1820.0,109568.62,0.0,0.0,0.0,12453.49
EMP0221,Man,BC,2025-01-01,2025-12-31,1783.0,80279.74,0.0,0.0,0.0,2540.97
EMP0222,Man,BC,2025-01-01,2025-12-31,1572.0,55313.43,0.0,29.0,1530.62,0.0
EMP0223,Man,BC,2025-01-01,2025-12-31,2057.0,84175.34,0.0,0.0,0.0,0.0
EMP0224,Man,BC,2025-01-01,2025-12-31,1879.0,57892.25,0.0,0.0,0.0,0.0
EMP0225,Man,BC,2025-01-01,2025-12-31,1090.0,31233.21,0.0,26.0,1117.52,0.0
EMP0226,Man,BC,2025-01-01,2025-12-31,1151.0,72606.05,0.0,0.0,0.0,0.0
EMP0227,Man,BC,2025-01-01,2025-12-31,1879.0,88780.25,0.0,18.0,1275.71,0.0
EMP0228,Man,BC,2025-01-01,2025-12-31,2033.0,91790.28,0.0,0.0,0.0,8897.67
EMP0229,Man,BC,2025-01-01,2025-12-31,2037.0,100201.39,0.0,0.0,0.0,7702.98
EMP0230,Man,BC,2025-01-01,2025-12-31,1975.0,92808.86,0.0,0.0,0.0,6022.73
EMP0231,Man,BC,2025-01-01,2025-12-31,1783.0,72020.46,0.0,0.0,0.0,5557.26
EMP0232,Man,BC,2025-01-01,2025-12-31,1858.0,88230.37,0.0,0.0,0.0,0.0
EMP0233,Man,BC,2025-01-01,2025-12-31,871.0,38196.1,0.0,95.0,6249.08,0.0
EMP0234,Man,BC,2025-01-01,2025-12-31,1833.0,64763.04,0.0,0.0,0.0,0.0
EMP0235,Man,BC,2025-01-01,2025-12-31,1971.0,79956.39,0.0,0.0,0.0,0.0
EMP0236,Man,BC,2025-01-01,2025-12-31,1964.0,90612.99,0.0,98.0,6782.13,0.0
EMP0237,Man,BC,2025-01-01,2025-12-31,1861.0,130722.94,0.0,0.0,0.0,6819.08
EMP0238,Man,BC,2025-01-01,2025-12-31,1905.0,54339.56,0.0,0.0,0.0,0.0
EMP0239,Man,BC,2025-01-01,2025-12-31,1820.0,117712.57,0.0,0.0,0.0,2410.7
EMP0240,Man,BC,2025-01-01,2025-12-31,1784.0,82965.79,0.0,0.0,0.0,0.0
EMP0241,Man,BC,2025-01-01,2025-12-31,1999.0,88653.91,0.0,0.0,0.0,10170.93
EMP0242,Man,BC,2025-01-01,2025-12-31,2029.0,69826.71,0.0,14.0,722.7,0.0
EMP0243,Man,BC,2025-01-01,2025-12-31,2031.0,97235.24,0.0,25.0,1795.33,0.0
EMP0244,Man,BC,2025-01-01,2025-12-31,1310.0,64198.7,0.0,49.0,3601.99,6807.49
EMP0245,Man,BC,2025-01-01,2025-12-31,1808.0,93761.43,0.0,113.0,8790.13,7267.05
EMP0246,Man,BC,2025-01-01,2025-12-31,1805.0,67237.1,0.0,0.0,0.0,0.0
EMP0247,Man,BC,2025-01-01,2025-12-31,2039.0,47910.85,0.0,40.0,1409.83,5449.99
EMP0248,Man,BC,2025-01-01,2025-12-31,2014.0,61169.58,0.0,0.0,0.0,6982.23
EMP0249,Man,BC,2025-01-01,2025-12-31,1951.0,130466.65,0.0,0.0,0.0,9416.73
EMP0250,Man,BC,2025-01-01,2025-12-31,1840.0,121455.22,0.0,0.0,0.0,10025.71
EMP0251,Man,BC,2025-01-01,2025-12-31,1909.0,50149.4,0.0,0.0,0.0,0.0
EMP0252,Man,BC,2025-01-01,2025-12-31,2057.0,52970.65,0.0,88.0,3399.19,0.0
EMP0253,Man,BC,2025-01-01,2025-12-31,1913.0,85328.35,1063.0,0.0,0.0,0.0
EMP0254,Man,BC,2025-01-01,2025-12-31,1855.0,68495.42,0.0,24.0,1329.29,4499.86
EMP0255,Man,BC,2025-01-01,2025-12-31,1825.0,49186.85,0.0,68.0,2749.07,5741.34
EMP0256,Man,BC,2025-01-01,2025-12-31,2077.0,82941.82,0.0,33.0,1976.71,0.0
EMP0257,Man,BC,2025-01-01,2025-12-31,1913.0,88948.51,0.0,28.0,1952.87,0.0
EMP0258,Man,BC,2025-01-01,2025-12-31,1202.0,20000.0,0.0,0.0,0.0,0.0
EMP0259,Man,BC,2025-01-01,2025-12-31,1914.0,76028.78,0.0,0.0,0.0,3818.3
EMP0260,Man,BC,2025-01-01,2025-12-31,1809.0,105485.34,0.0,0.0,0.0,0.0
